iage;irace;ideathmon;ideathday;isex;ihispanic;istatenum;iinjury
34;0;0;0;0;0;9;2
62;1;11;15;0;7;9;1
43;1;11;15;0;1;9;1
47;0;0;0;0;0;9;2
16;2;11;15;0;1;9;1
73;1;11;15;0;7;9;1
42;0;0;0;0;0;9;2
32;0;0;0;0;0;9;2
15;0;0;0;0;0;9;2
30;1;11;16;0;1;9;1
39;0;0;0;0;0;9;3
49;1;11;16;0;1;9;1
36;0;0;0;1;0;9;3
35;0;0;0;0;0;9;0
19;1;11;16;1;1;9;1
34;0;0;0;0;0;9;2
44;1;11;16;0;1;9;1
45;1;11;16;0;4;9;1
25;0;0;0;0;0;9;2
17;0;0;0;0;0;9;2
84;1;11;16;0;3;9;1
22;0;0;0;1;0;9;2
79;1;11;16;1;1;9;1
17;0;0;0;1;0;9;2
73;0;0;0;1;0;9;2
41;0;0;0;0;0;9;2
43;1;11;17;0;1;9;1
58;0;0;0;0;0;9;2
22;1;11;17;0;3;9;1
26;1;11;17;0;1;9;1
86;1;11;17;0;1;9;1
82;1;11;17;1;1;9;1
40;0;0;0;0;0;9;2
57;1;11;17;0;1;9;1
23;0;0;0;0;0;9;2
62;1;11;17;0;1;9;1
70;0;0;0;1;0;9;2
14;0;0;0;0;0;9;2
47;0;0;0;0;0;9;2
29;2;11;17;0;1;9;1
27;0;0;0;1;0;9;0
24;0;0;0;0;0;9;2
51;1;11;18;0;1;9;1
34;0;0;0;0;0;9;2
21;1;11;18;0;7;9;1
72;1;11;18;0;1;9;1
72;0;0;0;1;0;9;0
54;0;0;0;0;0;9;3
30;0;0;0;0;0;9;4
99;0;0;0;2;0;9;2
22;2;11;18;1;1;9;1
24;0;0;0;0;0;9;4
87;1;11;18;0;1;9;1
71;0;0;0;1;0;9;4
70;0;0;0;1;0;9;4
43;1;11;18;1;1;9;1
21;0;0;0;1;0;9;2
2;0;0;0;1;0;9;2
49;0;0;0;0;0;9;2
55;0;0;0;0;0;9;2
19;0;0;0;1;0;9;0
19;0;0;0;0;0;9;0
18;1;11;17;1;6;9;1
20;1;11;17;1;1;9;1
64;0;0;0;0;0;9;2
18;0;0;0;1;0;9;3
18;0;0;0;1;0;9;2
18;0;0;0;0;0;9;3
17;0;0;0;1;0;9;3
49;1;11;18;1;1;9;1
13;0;0;0;1;0;9;4
35;0;0;0;0;0;9;0
22;1;11;18;1;1;9;1
32;0;0;0;1;0;9;0
71;1;11;18;0;1;9;1
56;0;0;0;1;0;9;0
53;0;0;0;0;0;9;3
59;0;0;0;0;0;9;2
84;1;11;18;0;7;9;1
72;0;0;0;1;0;9;3
64;1;11;18;0;8;9;1
44;2;11;14;0;8;9;1
46;0;0;0;0;0;9;2
51;1;11;21;1;1;9;1
46;0;0;0;0;0;9;0
92;1;11;16;0;1;9;1
80;0;0;0;1;0;9;2
21;1;11;15;0;1;9;1
16;0;0;0;0;0;9;3
62;1;11;24;0;1;9;1
45;1;12;5;0;1;9;1
21;0;0;0;0;0;9;2
21;0;0;0;0;0;9;2
26;0;0;0;0;0;9;2
63;1;11;15;0;4;9;1
53;0;0;0;0;0;9;2
52;0;0;0;0;0;9;2
19;0;0;0;0;0;9;2
12;14;11;20;0;1;9;1
6;0;0;0;0;0;9;2
13;0;0;0;0;0;9;2
99;0;0;0;0;0;9;2
21;2;11;19;0;1;9;1
43;0;0;0;0;0;9;3
18;0;0;0;1;0;9;2
21;0;0;0;0;0;9;2
20;0;0;0;0;0;9;2
41;1;11;20;1;1;9;1
49;1;11;20;0;4;9;1
20;0;0;0;0;0;9;2
21;0;0;0;0;0;9;2
76;0;0;0;0;0;9;2
31;0;0;0;0;0;9;0
46;1;11;20;1;1;9;1
44;1;11;20;1;1;9;1
9;0;0;0;0;0;9;0
57;0;0;0;1;0;9;0
44;0;0;0;0;0;9;3
25;2;11;20;1;1;9;1
32;0;0;0;0;0;9;2
22;0;0;0;0;0;9;0
61;0;0;0;1;0;9;0
26;1;11;20;0;6;9;1
54;0;0;0;0;0;9;2
60;1;11;20;0;1;9;1
49;0;0;0;1;0;9;2
21;1;11;20;0;1;9;1
17;0;0;0;0;0;9;2
32;1;11;21;0;1;9;1
27;1;11;20;0;3;9;1
32;0;0;0;0;0;9;2
24;0;0;0;0;0;9;2
27;0;0;0;0;0;9;2
17;0;0;0;0;0;9;3
20;0;0;0;0;0;9;2
20;0;0;0;0;0;9;2
39;1;11;20;0;5;9;1
18;0;0;0;0;0;9;2
25;1;11;26;0;4;9;1
24;1;11;26;0;4;9;1
18;2;11;16;0;1;9;1
28;0;0;0;0;0;9;2
68;2;11;22;0;1;9;1
54;0;0;0;0;0;9;2
20;1;11;23;0;1;9;1
83;1;11;21;1;4;9;1
26;0;0;0;0;0;9;4
23;0;0;0;1;0;9;3
53;1;11;21;0;6;9;1
43;0;0;0;0;0;9;3
25;1;11;21;0;1;9;1
39;0;0;0;0;0;9;4
29;1;11;18;0;1;9;1
25;0;0;0;1;0;9;3
26;1;11;28;0;4;9;1
52;1;11;28;0;1;9;1
59;1;11;28;1;1;9;1
21;1;11;18;0;1;9;1
26;0;0;0;0;0;9;4
25;1;11;18;0;1;9;1
42;0;0;0;0;0;9;2
16;0;0;0;0;0;9;2
91;1;11;23;1;6;9;1
25;0;0;0;0;0;9;2
59;1;11;19;0;1;9;1
58;0;0;0;0;0;9;3
50;1;11;24;0;1;9;1
47;0;0;0;0;0;9;3
80;1;11;28;0;1;9;1
51;1;11;20;1;1;9;1
52;0;0;0;0;0;9;3
41;1;11;21;1;1;9;1
74;0;0;0;1;0;9;0
39;0;0;0;0;0;9;4
85;1;11;21;0;1;9;1
5;0;0;0;0;0;9;0
17;0;0;0;0;0;9;3
16;0;0;0;0;0;9;3
21;1;11;21;0;7;9;1
50;1;11;21;0;1;9;1
18;0;0;0;0;0;9;2
45;1;11;22;0;4;9;1
21;0;0;0;0;0;9;4
68;0;0;0;1;0;9;0
78;1;11;22;0;8;9;1
54;0;0;0;0;0;9;2
43;1;11;22;0;3;9;1
65;2;11;22;1;1;9;1
12;0;0;0;1;0;9;0
8;0;0;0;1;0;9;0
55;0;0;0;0;0;9;2
88;1;11;22;1;1;9;1
58;0;0;0;0;0;9;4
87;1;11;22;0;1;9;1
37;0;0;0;1;0;9;3
20;0;0;0;1;0;9;4
42;1;11;23;1;1;9;1
49;0;0;0;1;0;9;0
21;0;0;0;1;0;9;2
35;1;11;23;0;1;9;1
27;1;11;23;0;4;9;1
24;0;0;0;0;0;9;0
23;0;0;0;0;0;9;4
34;0;0;0;0;0;9;3
29;0;0;0;0;0;9;4
24;0;0;0;0;0;9;2
22;0;0;0;1;0;9;2
48;1;11;23;0;1;9;1
14;1;11;23;0;1;9;1
24;0;0;0;0;0;9;2
42;1;11;23;0;3;9;1
0;1;11;23;1;3;9;1
42;0;0;0;0;0;9;2
40;1;11;23;0;4;9;1
61;0;0;0;1;0;9;2
91;1;11;22;0;1;9;1
88;1;11;22;0;1;9;1
23;1;11;22;0;1;9;1
88;0;0;0;1;0;9;2
58;0;0;0;1;0;9;3
82;1;12;5;0;1;9;1
47;0;0;0;0;0;9;3
72;1;11;24;1;1;9;1
85;0;0;0;0;0;9;2
80;0;0;0;1;0;9;2
83;1;11;24;0;1;9;1
82;1;11;24;1;1;9;1
80;1;11;30;1;1;9;1
82;1;12;10;0;1;9;1
26;1;11;24;1;1;9;1
25;0;0;0;1;0;9;2
99;0;0;0;0;0;9;2
19;2;11;24;0;1;9;1
30;1;11;24;0;4;9;1
42;0;0;0;1;0;9;2
12;0;0;0;0;0;9;2
46;2;11;24;0;1;9;1
30;0;0;0;1;0;9;2
37;0;0;0;0;0;9;2
17;1;11;24;0;4;9;1
21;1;11;24;0;4;9;1
64;1;11;24;1;1;9;1
20;0;0;0;1;0;9;2
74;0;0;0;1;0;9;4
12;0;0;0;0;0;9;2
13;0;0;0;0;0;9;2
45;0;0;0;1;0;9;2
48;0;0;0;0;0;9;2
29;1;11;24;0;1;9;1
77;0;0;0;1;0;9;3
24;1;11;24;0;3;9;1
16;1;11;25;1;1;9;1
51;0;0;0;0;0;9;3
52;0;0;0;1;0;9;3
20;1;11;25;1;1;9;1
55;0;0;0;0;0;9;0
57;1;11;26;0;1;9;1
99;0;0;0;2;0;9;2
17;1;11;25;0;1;9;1
21;2;11;25;0;1;9;1
21;0;0;0;0;0;9;4
24;0;0;0;1;0;9;0
53;1;11;25;0;1;9;1
52;0;0;0;0;0;9;2
99;0;0;0;1;0;9;2
17;1;11;25;0;1;9;1
20;1;11;25;1;1;9;1
44;0;0;0;0;0;9;2
24;2;11;26;1;1;9;1
36;2;11;25;1;1;9;1
35;1;11;25;0;2;9;1
42;0;0;0;0;0;9;3
40;0;0;0;1;0;9;0
38;0;0;0;0;0;9;3
28;0;0;0;0;0;9;3
28;0;0;0;1;0;9;4
29;0;0;0;0;0;9;3
46;0;0;0;1;0;9;2
42;1;11;27;0;1;9;1
37;0;0;0;1;0;9;2
40;0;0;0;0;0;9;2
24;0;0;0;0;0;9;2
26;0;0;0;0;0;9;2
49;1;11;26;0;1;9;1
51;1;11;26;0;1;9;1
79;1;11;26;1;1;9;1
31;0;0;0;0;0;9;2
24;0;0;0;0;0;9;2
39;0;0;0;1;0;9;2
8;0;0;0;0;0;9;2
7;0;0;0;1;0;9;2
11;0;0;0;1;0;9;2
30;1;11;26;1;1;9;1
33;0;0;0;0;0;9;2
2;0;0;0;1;0;9;2
24;1;11;26;0;1;9;1
44;0;0;0;1;0;9;0
69;2;11;26;1;1;9;1
8;0;0;0;0;0;9;4
22;0;0;0;0;0;9;2
56;1;11;26;0;1;9;1
21;0;0;0;0;0;9;2
99;0;0;0;2;0;9;2
99;0;0;0;2;0;9;2
25;0;0;0;1;0;9;2
35;0;0;0;1;0;9;2
99;0;0;0;1;0;9;2
99;0;0;0;1;0;9;2
12;0;0;0;1;0;9;2
99;0;0;0;1;0;9;2
70;1;11;27;0;1;9;1
44;0;0;0;0;0;9;2
22;1;11;27;0;1;9;1
23;1;11;27;0;1;9;1
20;1;11;28;0;1;9;1
14;1;11;28;1;1;9;1
62;0;0;0;0;0;9;2
69;0;0;0;0;0;9;2
25;1;11;28;0;1;9;1
65;0;0;0;0;0;9;2
65;0;0;0;1;0;9;3
67;1;11;28;0;7;9;1
41;0;0;0;0;0;9;0
40;1;11;27;0;1;9;1
38;1;11;27;0;1;9;1
75;2;11;29;1;1;9;1
26;0;0;0;0;0;9;0
24;0;0;0;0;0;9;0
43;0;0;0;0;0;9;2
21;1;11;29;0;3;9;1
51;1;11;29;1;1;9;1
31;0;0;0;1;0;9;2
3;0;0;0;0;0;9;2
27;1;11;29;0;1;9;1
23;1;11;30;0;4;9;1
99;0;0;0;2;0;9;2
71;0;0;0;0;0;9;2
43;1;11;30;0;1;9;1
27;0;0;0;1;0;9;2
77;0;0;0;1;0;9;2
26;1;11;30;0;1;9;1
27;0;0;0;0;0;9;0
27;0;0;0;0;0;9;0
40;1;11;30;0;1;9;1
20;1;11;25;1;1;9;1
13;0;0;0;0;0;9;2
4;0;0;0;1;0;9;2
59;2;11;28;1;1;9;1
41;0;0;0;0;0;9;2
68;0;0;0;0;0;9;2
11;0;0;0;1;0;9;2
14;0;0;0;1;0;9;2
12;0;0;0;1;0;9;2
9;0;0;0;1;0;9;2
7;0;0;0;1;0;9;3
43;0;0;0;1;0;9;2
88;1;12;11;0;1;9;1
54;1;11;27;0;1;9;1
45;0;0;0;0;0;9;2
62;2;11;28;0;1;9;1
31;1;11;30;0;4;9;1
65;0;0;0;0;0;9;2
59;0;0;0;1;0;9;2
37;1;12;3;0;1;9;1
42;0;0;0;0;0;9;2
13;0;0;0;0;0;9;2
57;1;12;7;0;1;9;1
61;1;12;10;0;1;9;1
19;1;11;30;1;1;9;1
52;0;0;0;0;0;9;2
72;1;12;4;0;1;9;1
85;0;0;0;1;0;9;3
68;2;12;4;0;1;9;1
23;0;0;0;1;0;9;2
41;1;12;5;0;1;9;1
37;0;0;0;0;0;9;2
66;1;12;4;0;1;9;1
80;0;0;0;0;0;9;4
40;0;0;0;1;0;9;4
14;0;0;0;1;0;9;2
5;1;12;5;1;6;9;1
7;0;0;0;1;0;9;0
7;0;0;0;1;0;9;4
22;0;0;0;1;0;9;4
37;0;0;0;0;0;9;4
26;0;0;0;0;0;9;2
33;1;11;29;0;3;9;1
52;0;0;0;0;0;9;2
28;0;0;0;0;0;9;2
39;1;11;29;1;1;9;1
37;0;0;0;1;0;9;3
29;0;0;0;0;0;9;2
29;0;0;0;0;0;9;0
50;1;12;17;0;1;9;1
51;1;12;1;0;5;9;1
19;0;0;0;1;0;9;2
19;0;0;0;1;0;9;4
17;0;0;0;0;0;9;3
18;0;0;0;0;0;9;0
19;1;3;3;0;7;9;1
99;0;0;0;0;0;9;3
72;1;3;3;1;1;9;1
57;0;0;0;0;0;9;2
26;2;3;17;0;1;9;1
29;0;0;0;0;0;9;4
3;0;0;0;0;0;9;4
23;0;0;0;1;0;9;4
89;0;0;0;0;0;9;4
60;0;0;0;0;0;9;2
56;0;0;0;1;0;9;4
49;1;3;7;0;1;9;1
39;0;0;0;0;0;9;2
10;0;0;0;0;0;9;2
64;0;0;0;0;0;9;3
68;1;3;3;1;1;9;1
21;0;0;0;0;0;9;3
64;0;0;0;1;0;9;0
33;1;3;14;0;1;9;1
25;0;0;0;0;0;9;2
25;0;0;0;0;0;9;2
42;1;3;3;0;7;9;1
14;1;3;3;1;7;9;1
19;0;0;0;0;0;9;2
46;0;0;0;0;0;9;3
69;0;0;0;1;0;9;2
79;1;3;15;0;1;9;1
49;1;3;11;0;1;9;1
22;1;3;6;0;1;9;1
20;0;0;0;1;0;9;3
24;2;3;7;0;1;9;1
27;0;0;0;1;0;9;4
24;1;3;5;0;5;9;1
29;0;0;0;0;0;9;2
21;0;0;0;1;0;9;2
69;0;0;0;0;0;9;2
45;1;3;17;0;1;9;1
61;1;3;8;1;1;9;1
58;0;0;0;0;0;9;2
17;1;3;14;0;3;9;1
13;0;0;0;0;0;9;4
36;0;0;0;1;0;9;4
51;2;3;8;1;1;9;1
36;0;0;0;0;0;9;2
43;1;3;8;0;1;9;1
34;0;0;0;0;0;9;2
27;0;0;0;0;0;9;2
26;1;3;10;1;1;9;1
23;0;0;0;0;0;9;2
50;0;0;0;1;0;9;2
38;0;0;0;0;0;9;2
43;1;3;10;0;1;9;1
41;0;0;0;1;0;9;5
68;7;3;10;0;1;9;1
44;0;0;0;0;0;9;2
12;2;3;15;0;1;9;1
16;0;0;0;0;0;9;0
82;1;3;19;0;1;9;1
58;0;0;0;0;0;9;2
67;1;3;11;1;8;9;1
48;0;0;0;0;0;9;2
34;0;0;0;1;0;9;4
38;1;3;12;1;1;9;1
19;0;0;0;1;0;9;0
20;1;3;12;1;3;9;1
2;0;0;0;0;0;9;0
4;0;0;0;0;0;9;0
73;0;0;0;0;0;9;4
61;0;0;0;1;0;9;2
77;0;0;0;1;0;9;0
21;0;0;0;0;0;9;0
82;1;3;19;1;1;9;1
71;0;0;0;1;0;9;3
33;2;3;13;0;1;9;1
32;1;3;24;0;3;9;1
18;0;0;0;0;0;9;0
79;1;4;8;0;1;9;1
20;0;0;0;0;0;9;2
21;1;3;14;1;7;9;1
24;0;0;0;0;0;9;0
55;0;0;0;0;0;9;4
54;1;3;14;1;7;9;1
26;0;0;0;0;0;9;2
53;0;0;0;0;0;9;2
17;0;0;0;0;0;9;2
32;1;3;14;0;4;9;1
49;0;0;0;1;0;9;4
55;0;0;0;0;0;9;3
46;1;3;15;0;1;9;1
58;0;0;0;1;0;9;4
92;2;3;18;1;1;9;1
35;0;0;0;1;0;9;4
51;0;0;0;0;0;9;3
31;1;3;19;0;1;9;1
47;0;0;0;0;0;9;4
38;0;0;0;0;0;9;3
82;0;0;0;0;0;9;4
60;1;3;17;0;1;9;1
52;0;0;0;0;0;9;4
48;0;0;0;0;0;9;3
57;0;0;0;0;0;9;3
65;0;0;0;0;0;9;4
63;1;3;25;1;1;9;1
26;0;0;0;0;0;9;2
50;1;3;17;0;1;9;1
99;0;0;0;2;0;9;2
80;1;3;24;0;1;9;1
24;0;0;0;0;0;9;2
99;0;0;0;0;0;9;2
33;1;3;18;0;1;9;1
45;0;0;0;0;0;9;2
79;0;0;0;1;0;9;4
82;1;3;23;0;1;9;1
28;1;3;21;0;3;9;1
36;0;0;0;0;0;9;2
40;0;0;0;0;0;9;2
99;0;0;0;0;0;9;2
36;0;0;0;1;0;9;2
38;0;0;0;1;0;9;2
43;0;0;0;1;0;9;2
71;1;3;22;0;1;9;1
36;0;0;0;0;0;9;3
39;0;0;0;1;0;9;4
10;0;0;0;1;0;9;4
2;0;0;0;0;0;9;4
49;0;0;0;0;0;9;0
49;0;0;0;1;0;9;0
33;1;3;26;1;1;9;1
34;0;0;0;0;0;9;0
33;0;0;0;0;0;9;0
55;1;3;22;0;1;9;1
30;0;0;0;0;0;9;2
26;0;0;0;1;0;9;2
2;0;0;0;0;0;9;2
99;0;0;0;2;0;9;2
22;2;3;21;0;1;9;1
68;1;4;4;0;1;9;1
22;0;0;0;0;0;9;4
27;1;3;23;0;1;9;1
52;0;0;0;0;0;9;2
32;1;3;24;0;1;9;1
24;0;0;0;0;0;9;3
65;1;3;24;0;1;9;1
99;0;0;0;0;0;9;4
47;1;3;24;1;1;9;1
32;0;0;0;0;0;9;2
31;0;0;0;1;0;9;2
7;0;0;0;1;0;9;2
6;0;0;0;0;0;9;2
3;0;0;0;1;0;9;2
0;0;0;0;0;0;9;2
4;0;0;0;0;0;9;2
58;2;3;25;1;1;9;1
26;0;0;0;0;0;9;2
24;0;0;0;0;0;9;4
21;1;3;25;0;1;9;1
43;0;0;0;0;0;9;4
72;0;0;0;1;0;9;2
76;1;4;1;0;1;9;1
58;0;0;0;1;0;9;3
27;0;0;0;0;0;9;2
6;0;0;0;1;0;9;4
30;1;4;8;0;1;9;1
37;0;0;0;0;0;9;2
64;1;4;25;0;6;9;1
99;0;0;0;2;0;9;2
31;1;4;1;0;1;9;1
35;1;4;18;0;1;9;1
28;1;3;28;0;7;9;1
35;0;0;0;0;0;9;2
32;0;0;0;0;0;9;0
19;2;13;99;0;1;9;1
44;0;0;0;0;0;9;2
22;1;3;30;0;5;9;1
37;1;4;10;0;1;9;1
78;1;4;1;1;1;9;1
99;0;0;0;0;0;9;3
76;0;0;0;1;0;9;3
32;0;0;0;1;0;9;3
8;2;3;21;0;1;9;1
75;0;0;0;0;0;9;2
38;0;0;0;0;0;9;4
73;0;0;0;1;0;9;4
63;1;12;1;1;6;9;1
24;1;12;1;0;4;9;1
38;0;0;0;0;0;9;2
66;0;0;0;0;0;9;2
52;0;0;0;0;0;9;2
51;1;12;1;0;7;9;1
42;1;12;1;0;7;9;1
30;0;0;0;0;0;9;4
36;2;12;1;0;1;9;1
33;0;0;0;0;0;9;2
23;1;12;1;0;4;9;1
41;2;12;2;0;1;9;1
35;0;0;0;0;0;9;4
91;1;12;2;1;1;9;1
19;0;0;0;1;0;9;2
7;0;0;0;1;0;9;2
50;0;0;0;0;0;9;0
83;2;12;2;0;1;9;1
89;1;12;2;0;1;9;1
68;0;0;0;0;0;9;2
22;1;12;2;0;1;9;1
99;0;0;0;0;0;9;0
99;0;0;0;0;0;9;0
49;1;12;2;0;1;9;1
72;2;12;27;0;1;9;1
42;0;0;0;1;0;9;3
18;1;12;3;1;1;9;1
37;0;0;0;1;0;9;4
53;0;0;0;0;0;9;2
68;1;12;12;0;1;9;1
70;2;12;3;1;1;9;1
57;0;0;0;0;0;9;3
59;0;0;0;0;0;9;2
30;1;12;3;0;1;9;1
44;0;0;0;0;0;9;4
99;0;0;0;2;0;9;2
69;0;0;0;0;0;9;0
66;1;12;3;1;1;9;1
18;2;12;30;0;1;9;1
17;0;0;0;0;0;9;0
16;0;0;0;0;0;9;0
47;0;0;0;0;0;9;0
19;0;0;0;0;0;9;4
42;1;12;3;0;1;9;1
17;1;12;4;0;6;9;1
22;0;0;0;0;0;9;2
22;1;12;4;0;6;9;1
61;1;12;4;0;1;9;1
52;0;0;0;1;0;9;2
25;1;12;20;1;5;9;1
37;1;12;4;0;1;9;1
42;0;0;0;0;0;9;2
25;1;12;4;0;3;9;1
55;1;12;4;0;1;9;1
68;0;0;0;0;0;9;2
67;0;0;0;1;0;9;3
18;1;12;4;0;1;9;1
20;1;12;4;0;7;9;1
48;0;0;0;0;0;9;3
43;0;0;0;1;0;9;0
11;0;0;0;1;0;9;0
22;1;12;4;0;4;9;1
17;0;0;0;0;0;9;2
23;0;0;0;0;0;9;4
21;0;0;0;0;0;9;4
21;1;12;5;0;4;9;1
17;1;12;5;0;1;9;1
50;0;0;0;0;0;9;4
31;0;0;0;0;0;9;4
52;2;12;6;0;1;9;1
34;0;0;0;0;0;9;4
45;0;0;0;0;0;9;4
39;2;12;5;0;1;9;1
41;0;0;0;0;0;9;2
49;1;12;5;0;1;9;1
42;2;12;6;0;1;9;1
22;1;12;5;1;1;9;1
31;0;0;0;0;0;9;2
62;1;12;5;0;1;9;1
24;0;0;0;0;0;9;4
41;1;12;5;0;1;9;1
26;1;12;5;1;1;9;1
51;0;0;0;0;0;9;2
18;1;12;5;0;1;9;1
44;1;12;5;1;1;9;1
62;1;12;5;0;1;9;1
41;0;0;0;0;0;9;2
36;0;0;0;1;0;9;2
38;1;12;6;0;1;9;1
48;0;0;0;0;0;9;2
19;1;12;6;0;4;9;1
27;0;0;0;0;0;9;2
61;1;12;6;1;1;9;1
42;0;0;0;0;0;9;2
24;12;12;6;0;1;9;1
61;0;0;0;0;0;9;2
20;1;12;7;0;6;9;1
67;0;0;0;1;0;9;0
32;1;12;7;1;1;9;1
18;0;0;0;0;0;9;4
23;1;12;7;0;1;9;1
42;0;0;0;0;0;9;2
27;1;12;7;0;1;9;1
60;0;0;0;1;0;9;0
43;2;12;7;0;1;9;1
41;1;12;8;0;1;9;1
30;0;0;0;0;0;9;2
21;1;12;7;0;1;9;1
17;0;0;0;0;0;9;2
37;2;12;8;0;5;9;1
66;2;12;9;0;1;9;1
33;2;12;8;0;1;9;1
45;1;12;9;0;1;9;1
74;0;0;0;0;0;9;2
20;1;12;8;1;1;9;1
71;0;0;0;0;0;9;4
68;0;0;0;1;0;9;3
42;1;12;8;1;1;9;1
65;0;0;0;1;0;9;2
36;1;12;9;1;1;9;1
26;0;0;0;0;0;9;3
45;0;0;0;1;0;9;4
40;0;0;0;1;0;9;3
63;0;0;0;1;0;9;3
33;1;12;8;0;6;9;1
42;0;0;0;0;0;9;2
41;0;0;0;0;0;9;0
55;1;12;4;1;1;9;1
43;0;0;0;0;0;9;4
29;0;0;0;0;0;9;4
38;1;12;4;1;1;9;1
25;0;0;0;1;0;9;3
3;0;0;0;0;0;9;2
89;1;12;11;1;1;9;1
58;0;0;0;0;0;9;4
57;0;0;0;1;0;9;4
63;0;0;0;1;0;9;3
59;1;12;24;0;1;9;1
58;0;0;0;1;0;9;0
30;0;0;0;0;0;9;2
52;2;12;26;0;1;9;1
23;0;0;0;0;0;9;4
59;1;12;5;1;3;9;1
19;1;12;6;1;1;9;1
28;1;12;11;0;6;9;1
78;1;12;21;0;1;9;1
46;1;12;6;0;7;9;1
39;0;0;0;1;0;9;2
54;0;0;0;0;0;9;2
35;0;0;0;1;0;9;0
86;1;12;8;1;1;9;1
54;1;12;9;0;6;9;1
58;1;12;9;0;6;9;1
38;0;0;0;0;0;9;2
23;0;0;0;0;0;9;2
63;0;0;0;0;0;9;2
28;0;0;0;0;0;9;2
44;0;0;0;0;0;9;2
24;1;12;9;0;1;9;1
23;0;0;0;1;0;9;4
35;0;0;0;0;0;9;4
25;1;12;9;0;1;9;1
33;1;12;9;1;1;9;1
20;2;12;9;1;1;9;1
46;0;0;0;0;0;9;0
20;0;0;0;1;0;9;0
20;14;12;11;0;1;9;1
20;1;12;10;0;1;9;1
31;0;0;0;0;0;9;2
26;0;0;0;0;0;9;3
25;1;12;10;0;1;9;1
54;0;0;0;0;0;9;2
32;1;12;10;1;1;9;1
10;0;0;0;0;0;9;3
11;0;0;0;1;0;9;3
34;1;12;10;0;1;9;1
46;1;12;10;0;1;9;1
21;0;0;0;0;0;9;4
34;2;12;10;0;1;9;1
23;1;12;11;0;2;9;1
40;0;0;0;0;0;9;2
79;1;12;11;1;1;9;1
29;0;0;0;0;0;9;3
66;1;12;11;0;1;9;1
22;0;0;0;0;0;9;0
22;0;0;0;0;0;9;0
23;0;0;0;1;0;9;2
66;12;12;15;0;1;9;1
61;0;0;0;0;0;9;2
79;0;0;0;1;0;9;2
53;0;0;0;0;0;9;4
58;1;12;11;1;1;9;1
83;1;12;11;1;1;9;1
40;0;0;0;0;0;9;0
40;0;0;0;1;0;9;0
12;0;0;0;0;0;9;0
15;0;0;0;1;0;9;0
10;0;0;0;1;0;9;0
7;0;0;0;1;0;9;0
24;2;12;11;0;1;9;1
99;0;0;0;2;0;9;2
99;0;0;0;2;0;9;2
41;1;12;11;0;1;9;1
49;0;0;0;0;0;9;2
51;0;0;0;0;0;9;3
51;1;12;22;1;1;9;1
37;0;0;0;0;0;9;2
24;0;0;0;0;0;9;2
99;0;0;0;0;0;9;2
28;1;12;7;0;1;9;1
22;1;12;7;1;1;9;1
43;0;0;0;1;0;9;3
13;1;12;8;0;1;9;1
11;0;0;0;1;0;9;0
9;0;0;0;0;0;9;0
42;0;0;0;0;0;9;2
76;1;12;12;1;6;9;1
55;0;0;0;0;0;9;2
38;0;0;0;0;0;9;3
59;0;0;0;0;0;9;4
72;2;12;12;1;1;9;1
54;1;13;99;0;1;9;1
42;0;0;0;1;0;9;0
11;1;12;12;0;1;9;1
56;0;0;0;0;0;9;2
54;0;0;0;1;0;9;2
33;1;12;11;0;1;9;1
18;0;0;0;0;0;9;3
19;1;12;11;0;1;9;1
28;1;12;13;0;1;9;1
25;0;0;0;0;0;9;4
58;0;0;0;1;0;9;0
49;1;12;20;0;1;9;1
42;0;0;0;1;0;9;2
48;0;0;0;0;0;9;2
53;0;0;0;0;0;9;2
34;0;0;0;1;0;9;2
29;0;0;0;0;0;9;2
57;1;12;24;0;1;9;1
52;1;12;12;0;1;9;1
21;0;0;0;0;0;9;2
35;0;0;0;1;0;9;2
34;0;0;0;0;0;9;4
67;1;12;12;1;1;9;1
76;0;0;0;1;0;9;2
78;2;12;12;0;1;9;1
33;0;0;0;0;0;9;2
36;0;0;0;0;0;9;0
59;0;0;0;0;0;9;4
22;1;12;12;0;1;9;1
42;1;12;13;0;1;9;1
21;0;0;0;1;0;9;4
43;0;0;0;0;0;9;2
48;0;0;0;0;0;9;2
34;0;0;0;0;0;9;0
63;0;0;0;1;0;9;0
72;1;12;13;0;1;9;1
51;1;12;13;0;1;9;1
49;0;0;0;0;0;9;2
18;0;0;0;0;0;9;2
19;1;12;14;0;1;9;1
21;0;0;0;0;0;9;2
20;0;0;0;1;0;9;2
17;0;0;0;1;0;9;2
15;0;0;0;1;0;9;2
17;1;12;13;0;1;9;1
44;0;0;0;0;0;9;2
40;0;0;0;0;0;9;0
21;1;12;13;0;4;9;1
61;1;12;13;0;5;9;1
38;0;0;0;0;0;9;2
56;1;12;13;0;1;9;1
46;0;0;0;0;0;9;2
99;0;0;0;0;0;9;2
70;1;12;13;1;1;9;1
36;0;0;0;0;0;9;2
39;1;12;11;0;1;9;1
30;0;0;0;1;0;9;0
23;0;0;0;1;0;9;4
61;1;12;26;0;1;9;1
39;0;0;0;0;0;9;2
34;0;0;0;0;0;9;4
31;14;12;14;0;1;9;1
39;0;0;0;1;0;9;3
19;0;0;0;0;0;9;2
12;0;0;0;0;0;9;2
34;0;0;0;0;0;9;2
29;0;0;0;0;0;9;2
33;0;0;0;0;0;9;0
30;0;0;0;0;0;9;2
