sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
0;22;0;0;4;0;2;2;0
0;43;0;1;5;0;5;1;0
0;55;0;1;1;0;1;7;0
1;28;0;2;5;0;2;0;0
1;23;0;0;0;0;2;4;0
0;64;1;1;2;0;4;10;1
0;46;0;0;5;0;2;2;0
0;29;0;0;5;0;2;10;0
0;44;2;1;3;3;2;1;0
0;20;0;0;5;0;2;3;0
0;62;0;2;5;0;1;5;0
1;49;0;0;9;13;2;1;0
1;29;3;1;12;0;2;7;0
0;35;0;1;0;28;1;5;0
0;39;0;1;2;0;4;6;0
0;39;0;0;0;0;2;1;0
1;37;0;2;1;0;2;8;0
0;38;0;1;1;4;2;2;0
0;31;0;1;7;0;2;8;0
0;55;0;1;7;0;2;10;0
1;38;0;4;5;0;2;4;0
1;33;0;2;5;0;2;5;0
1;25;0;0;6;0;2;0;0
1;37;0;2;9;0;2;9;0
0;49;0;2;5;0;2;9;0
0;26;0;0;1;0;2;10;0
0;35;0;1;1;0;2;10;0
1;44;0;1;1;0;5;5;0
0;37;0;4;3;0;2;1;1
0;42;0;1;0;0;2;3;1
1;64;0;0;8;0;0;3;1
0;28;0;1;1;0;2;2;1
0;35;0;0;1;0;1;1;0
0;40;0;1;0;0;0;0;0
0;55;0;1;0;0;3;3;1
0;21;0;0;1;0;2;7;0
1;49;1;0;5;0;2;1;0
0;51;0;1;8;0;0;3;1
0;57;2;1;10;11;2;10;1
0;51;0;1;0;0;2;10;1
1;24;0;0;1;0;2;5;0
0;45;0;1;1;7;1;10;0
0;28;0;1;1;0;2;8;0
0;42;0;1;10;0;5;3;1
0;22;0;0;5;0;2;4;0
0;28;0;1;3;0;0;1;0
1;60;0;6;1;0;2;8;0
1;31;0;4;1;0;2;8;0
0;47;0;1;5;0;2;10;1
0;30;0;5;1;0;2;0;0
0;61;0;1;3;0;2;5;1
1;71;0;6;0;0;4;3;0
1;42;0;2;1;0;2;0;0
0;44;0;1;14;0;4;10;0
0;46;0;1;5;0;1;5;1
1;50;1;0;10;0;4;1;1
0;27;0;0;0;0;0;3;0
1;21;0;0;5;4;2;0;0
0;25;0;0;1;0;2;2;0
0;61;0;2;11;0;2;6;0
0;54;0;2;5;0;2;0;0
0;31;0;0;0;0;2;5;0
0;53;0;1;5;0;1;7;0
0;39;0;1;6;0;5;1;1
0;57;0;1;10;0;5;6;1
1;48;0;2;0;0;2;5;0
0;30;0;1;5;0;2;6;1
0;35;0;1;1;0;2;2;0
0;42;0;1;1;0;1;1;0
0;34;0;1;1;0;1;8;0
0;59;0;1;1;0;2;5;1
0;69;0;1;12;0;4;1;0
1;29;0;0;5;0;2;0;0
0;40;0;1;1;0;2;6;0
0;21;0;0;5;0;2;4;0
1;40;0;2;6;0;2;3;0
0;43;0;1;5;0;2;10;0
0;36;0;2;1;0;2;2;0
0;41;2;3;1;28;2;3;1
0;20;0;0;5;0;2;6;0
1;41;0;6;0;0;4;0;0
0;34;0;2;5;0;2;1;0
1;48;1;2;2;0;2;4;0
1;27;0;0;1;0;2;1;0
0;35;0;1;5;0;2;1;1
0;27;1;0;1;0;2;10;0
0;20;0;0;5;0;2;5;0
1;18;0;0;5;0;2;5;0
0;32;0;1;0;0;2;5;0
0;38;0;1;3;0;2;1;1
0;23;0;0;5;0;0;4;0
0;28;0;1;0;0;2;1;1
0;40;0;1;10;0;0;3;1
1;35;0;2;1;0;2;8;0
0;74;0;6;5;0;5;1;0
0;28;0;0;1;0;2;10;0
0;23;0;0;5;0;2;2;0
0;20;0;0;5;0;1;7;0
1;44;1;2;1;0;2;8;0
1;46;0;2;1;0;4;0;0
0;51;0;1;0;0;1;5;1
1;40;0;4;5;0;2;0;0
0;48;0;1;10;0;2;9;1
0;60;0;1;4;0;1;7;0
0;48;0;1;0;0;5;1;1
1;46;0;1;0;0;4;3;0
0;48;0;1;0;0;5;1;1
1;24;0;0;0;0;4;3;0
1;45;0;2;5;0;0;3;0
1;18;0;0;14;0;2;5;0
0;39;0;1;1;0;2;8;0
0;65;0;1;1;0;5;7;0
1;22;0;2;5;0;2;8;0
1;20;0;0;5;0;2;4;0
0;28;0;1;5;0;2;5;0
0;46;0;1;10;0;2;3;1
0;42;0;1;0;0;4;1;1
0;28;0;1;5;0;2;1;1
1;18;0;0;5;0;2;5;0
0;24;2;0;0;0;3;3;0
0;45;0;1;8;0;2;3;1
0;24;0;0;1;0;2;0;0
0;44;0;1;0;0;2;1;1
0;20;0;0;5;0;2;4;0
0;35;0;1;5;12;2;9;0
0;52;0;1;0;0;5;5;0
0;25;0;0;6;0;2;7;0
0;19;0;0;11;4;2;7;0
1;54;0;2;5;0;2;0;0
0;21;0;0;5;0;2;10;0
1;26;0;1;1;0;2;0;1
1;42;0;2;9;0;2;0;0
1;19;0;0;5;0;2;0;0
0;55;0;1;3;0;2;1;1
0;44;0;1;1;0;0;0;0
0;25;0;0;0;0;2;1;0
0;26;0;1;5;0;2;8;0
1;64;0;4;6;0;3;3;1
1;41;4;2;2;0;2;4;0
0;43;0;1;5;0;2;6;0
0;45;0;0;1;0;2;10;1
0;48;0;1;0;0;3;3;1
0;60;0;1;1;0;2;6;0
0;45;0;0;5;0;1;7;0
0;51;0;1;12;0;2;5;1
1;37;0;2;1;0;3;0;0
0;22;0;0;5;0;2;0;0
0;44;0;1;1;0;2;10;1
0;27;0;1;1;0;2;10;0
0;47;0;1;1;0;4;10;0
0;32;1;1;3;0;2;1;1
0;40;0;1;0;0;2;1;1
0;41;0;1;1;0;2;5;0
1;26;0;0;0;0;2;3;0
0;47;2;1;5;0;2;1;0
0;55;0;1;1;0;5;1;0
0;38;0;1;1;0;2;2;0
0;24;0;0;0;0;0;3;0
0;64;0;1;8;0;1;1;1
0;56;0;1;0;0;3;3;1
0;41;0;1;1;0;2;5;1
0;33;0;1;1;0;2;5;1
0;33;0;0;10;0;2;3;1
0;21;0;1;5;0;2;4;0
0;59;1;6;1;0;4;10;0
0;58;0;1;9;9;2;1;1
0;43;0;2;3;0;4;3;0
0;21;1;0;1;0;2;10;0
0;45;0;0;1;0;2;8;0
1;53;0;1;1;0;4;1;1
1;27;0;1;12;4;2;1;0
0;38;0;1;3;0;2;3;1
0;31;0;1;0;0;2;1;1
0;41;0;1;1;0;2;6;0
1;22;0;0;5;0;0;0;0
0;43;0;1;3;0;1;5;0
0;41;0;0;5;0;0;3;0
1;27;0;1;5;0;2;2;0
0;41;0;1;5;0;4;1;0
0;36;0;2;10;0;2;3;1
1;49;0;1;0;0;2;0;1
0;20;0;0;1;0;2;2;0
1;58;0;3;1;0;1;4;0
1;35;1;0;14;33;1;4;0
0;30;0;1;1;0;4;11;1
0;21;0;0;1;0;2;10;0
0;29;0;0;6;0;2;8;0
1;40;0;6;1;0;2;5;0
1;54;2;0;0;0;0;3;1
0;35;0;1;0;0;2;5;1
0;35;0;1;0;0;2;5;0
1;59;1;4;1;0;2;5;0
0;43;0;1;5;0;5;8;0
0;39;0;1;12;0;2;10;1
1;51;1;4;7;0;2;8;0
1;71;0;0;5;0;2;4;0
1;33;1;2;14;0;2;8;0
0;28;1;2;1;0;2;4;0
0;30;0;3;1;0;2;5;0
0;20;0;3;11;4;2;7;0
0;51;0;1;1;0;5;5;0
1;39;0;1;1;0;2;8;1
0;62;2;1;5;0;2;5;1
0;28;0;0;4;21;2;8;0
0;23;2;0;1;27;2;5;0
1;39;0;1;0;0;2;5;0
0;50;0;6;0;0;5;5;1
0;31;0;0;7;0;2;10;0
0;45;0;1;0;0;4;1;1
0;47;0;6;12;0;2;8;0
1;59;0;6;1;0;2;3;0
0;32;0;1;6;0;2;2;0
0;49;0;1;0;0;2;5;1
0;74;0;6;1;0;3;4;0
0;22;0;0;5;0;2;0;0
0;32;0;1;5;34;2;10;0
0;34;0;1;0;0;2;7;1
0;59;0;1;0;0;2;10;1
0;36;0;1;0;0;2;5;1
1;59;0;2;2;0;2;0;0
0;47;0;2;0;0;5;1;1
0;53;0;1;1;0;4;4;0
0;25;0;0;5;0;1;10;0
0;44;1;2;0;0;2;0;0
1;57;0;1;10;0;1;5;1
0;42;0;1;0;0;1;7;1
0;58;0;1;12;0;4;6;0
0;39;0;1;0;0;2;5;0
0;45;0;2;7;0;2;8;0
1;47;1;1;0;0;2;1;1
1;52;0;2;1;0;2;8;0
1;34;1;0;1;0;2;4;0
0;36;0;1;7;0;1;10;0
0;41;0;3;1;12;2;10;0
0;30;0;0;5;4;2;3;0
0;44;4;1;0;5;2;1;0
1;34;0;0;5;0;2;4;0
0;41;1;4;5;0;2;4;0
0;29;0;0;1;0;2;2;0
0;25;0;0;4;4;2;8;0
0;42;0;4;0;0;4;3;0
0;48;0;1;5;0;2;5;1
0;26;0;0;9;0;2;5;0
0;46;0;1;0;0;5;5;0
0;38;0;1;0;0;2;1;1
0;49;0;1;2;0;0;0;0
1;23;1;0;5;0;2;5;0
1;46;0;0;0;0;4;3;1
0;30;0;0;1;0;2;2;0
0;49;0;1;1;0;1;10;1
0;31;0;2;1;0;2;10;0
0;19;0;0;1;0;2;2;0
1;45;0;2;6;0;2;3;0
0;34;0;1;0;30;2;3;1
0;26;0;0;1;0;2;10;0
0;38;0;1;1;0;1;6;1
1;31;0;0;5;0;2;0;0
0;36;0;4;6;0;5;1;0
0;31;0;1;0;0;2;1;1
0;30;0;1;0;0;2;9;0
0;37;0;1;1;0;2;3;1
0;30;1;0;0;0;2;3;1
1;73;0;6;12;0;2;4;0
0;38;0;1;3;0;3;1;1
0;30;0;0;12;0;2;10;0
0;33;0;1;1;0;2;10;1
0;52;0;1;0;0;4;3;1
1;58;0;2;5;0;2;0;0
1;34;0;0;3;0;4;3;0
0;35;0;1;1;0;2;10;0
0;59;0;1;1;0;3;10;1
1;45;0;2;0;0;2;1;0
0;27;0;0;5;0;2;6;0
0;31;0;0;8;4;4;3;1
0;45;0;0;5;0;2;7;0
1;40;0;4;1;0;2;4;0
0;27;0;1;10;0;2;0;0
0;19;0;0;1;0;2;4;0
0;29;0;0;11;4;2;4;0
0;34;0;1;5;0;5;7;0
0;32;0;1;6;0;0;10;0
0;49;0;1;2;1;2;10;0
1;33;0;2;2;0;2;1;1
0;62;0;1;0;0;2;3;1
0;39;0;1;1;0;1;1;0
1;43;0;2;1;0;2;1;0
1;22;0;0;5;0;2;9;0
0;24;0;1;1;0;2;6;0
1;25;1;0;5;0;2;4;0
1;19;0;0;5;0;2;5;0
1;31;0;2;6;0;2;0;0
1;53;0;2;2;0;2;10;0
0;61;0;1;1;0;2;0;0
0;47;0;1;0;22;2;4;0
1;37;0;2;1;0;2;0;0
0;50;0;2;0;0;1;1;0
0;27;0;0;5;0;2;5;0
1;58;0;2;1;0;2;0;0
0;43;1;1;1;0;2;2;0
0;39;0;1;6;0;2;0;0
1;36;0;0;5;0;2;5;0
0;56;0;1;0;0;2;3;0
0;26;0;1;1;0;2;7;0
1;23;0;0;0;0;2;3;0
0;47;1;0;2;0;2;6;0
1;68;0;6;14;0;2;5;0
0;47;1;0;5;0;4;11;0
0;45;0;1;5;24;3;9;1
0;26;0;1;5;0;2;1;0
0;20;0;0;1;0;2;8;0
1;46;0;0;5;0;2;0;0
0;37;0;1;6;0;2;9;1
0;37;0;1;5;0;2;10;0
0;43;0;1;5;0;2;6;0
1;59;0;6;3;0;2;3;0
1;39;0;2;1;0;2;0;0
1;32;0;2;5;0;2;7;0
0;63;0;1;5;0;2;3;0
0;45;0;1;0;0;2;3;1
1;59;0;2;0;0;2;0;0
0;26;0;0;1;0;2;9;0
1;34;0;2;1;0;2;0;0
0;41;0;1;1;0;2;10;1
0;26;1;0;1;0;2;2;0
1;53;0;2;1;0;2;8;0
1;33;0;1;1;0;2;0;1
0;46;0;1;0;0;2;1;1
1;31;0;6;1;0;2;10;0
0;24;0;4;1;0;2;4;0
1;57;0;2;1;0;4;0;0
1;40;0;4;1;0;2;4;0
0;41;4;1;9;4;5;5;0
0;20;0;0;5;0;2;0;0
1;45;1;0;2;0;2;8;0
1;27;0;4;9;0;2;0;0
0;36;0;3;11;4;2;10;0
0;30;0;1;1;9;2;10;0
1;36;0;1;0;0;2;3;1
0;25;4;3;1;4;2;7;0
1;31;0;1;1;0;2;0;0
0;49;0;1;1;0;2;10;1
0;26;0;0;2;0;2;2;0
0;25;0;0;0;0;2;3;0
1;29;0;0;9;0;2;0;0
1;24;0;0;5;21;2;0;0
0;41;0;1;1;0;2;0;1
0;35;0;0;3;0;2;1;1
1;57;0;1;0;0;5;5;1
1;21;0;0;2;4;2;13;0
1;29;1;0;12;0;2;4;0
0;36;0;1;5;0;2;1;0
1;20;0;0;5;0;2;0;0
0;51;0;1;0;0;2;1;1
0;39;0;1;2;0;2;8;0
0;36;0;1;0;0;2;1;0
0;40;0;1;10;0;1;3;1
0;61;0;1;1;0;2;1;0
0;38;0;1;10;0;2;3;0
1;21;0;4;1;0;2;4;0
1;40;0;2;1;0;2;9;0
0;46;0;1;12;0;2;10;0
0;21;0;1;5;0;2;10;0
0;35;1;1;12;0;1;6;0
0;39;0;1;0;0;2;5;0
0;38;0;1;1;0;1;10;0
1;30;0;4;1;0;2;0;0
0;28;4;0;4;4;2;8;0
0;32;0;1;0;0;2;1;1
0;46;0;1;9;0;1;10;1
0;40;0;1;9;0;2;10;0
1;47;1;1;1;0;2;8;1
0;44;0;1;12;0;2;6;0
0;38;0;1;1;13;2;5;0
0;46;0;1;0;0;1;7;1
0;51;0;1;8;10;2;3;1
0;45;0;6;8;10;2;3;1
1;20;0;0;5;0;2;4;0
0;44;0;1;0;0;2;3;0
0;33;0;1;9;0;2;7;0
1;18;0;0;1;0;2;4;0
0;61;0;4;10;0;5;3;1
1;50;0;0;0;0;0;1;0
0;47;1;0;1;0;3;8;0
0;34;0;1;0;0;2;1;1
0;53;1;1;1;0;2;6;0
0;39;0;1;5;0;1;10;0
0;58;0;1;1;0;2;10;1
0;26;0;0;2;0;2;7;0
0;41;0;1;11;4;2;0;0
0;47;0;1;5;0;4;1;0
0;31;3;1;9;0;2;8;0
0;52;0;1;5;0;2;1;1
0;29;0;1;6;0;2;5;1
1;43;1;4;4;0;2;2;0
0;42;0;1;3;0;3;1;1
1;35;1;0;5;0;2;8;0
0;41;0;1;1;0;2;8;0
0;34;0;1;0;0;2;5;1
0;52;0;1;5;0;1;10;0
0;61;0;1;5;0;2;10;0
0;39;0;4;1;0;4;1;0
1;19;0;0;5;0;2;5;0
0;46;0;1;0;0;0;1;1
0;39;0;0;5;0;2;1;0
0;22;0;0;5;0;2;4;0
1;30;0;4;1;0;0;0;0
1;40;0;2;9;0;2;4;0
0;43;0;3;0;0;2;3;0
0;37;0;1;11;4;2;7;0
0;23;0;0;6;0;2;4;0
0;39;0;2;6;0;4;3;0
0;54;0;1;3;0;2;5;0
0;46;0;1;5;0;5;5;0
1;20;0;0;5;0;2;6;0
1;50;0;1;0;0;1;9;1
1;17;0;0;12;0;2;5;0
0;36;0;1;1;0;2;8;0
0;37;0;1;1;0;2;5;0
1;53;0;2;1;0;2;4;0
0;50;0;1;1;0;2;6;1
0;38;0;1;1;0;2;10;0
0;63;0;1;1;0;1;10;0
0;53;0;1;1;0;2;10;1
0;23;0;0;5;0;5;3;0
0;20;0;0;1;0;2;2;0
0;46;1;1;5;0;2;10;1
0;28;3;0;12;4;2;4;0
0;59;0;2;3;0;2;3;0
0;41;0;1;0;0;2;1;1
0;33;0;1;13;4;2;7;0
0;56;0;1;14;25;2;10;0
0;50;0;1;1;22;1;5;1
1;31;0;0;0;0;4;1;0
0;41;0;2;9;0;2;5;0
1;38;0;1;0;0;2;3;1
1;25;0;0;6;0;0;0;0
1;49;1;2;0;0;4;3;0
0;39;0;0;5;0;2;8;0
1;21;0;0;5;0;2;3;0
0;35;0;1;0;0;2;5;0
0;38;0;1;1;0;2;10;1
0;31;0;2;1;0;2;6;0
0;17;0;0;2;0;5;3;0
0;31;0;1;0;0;2;0;1
0;25;0;0;0;0;4;3;0
0;39;0;1;3;0;2;1;1
0;50;0;1;7;0;2;8;0
1;38;0;1;0;0;4;3;1
0;50;0;1;5;0;2;5;0
0;63;0;1;12;0;2;1;0
0;31;0;1;1;0;2;6;0
1;23;0;0;0;0;2;3;0
0;18;0;0;5;0;2;4;0
1;43;0;2;0;0;4;3;0
0;34;0;1;5;0;2;1;1
0;18;0;0;2;0;2;5;0
0;46;1;1;1;0;2;8;1
1;35;0;0;0;0;2;5;1
1;46;0;0;3;0;0;1;0
0;59;0;1;9;0;2;9;1
1;31;0;0;7;20;2;2;0
1;27;0;2;1;0;2;5;0
0;41;0;1;3;7;2;3;0
0;55;0;1;0;0;2;1;1
1;44;0;0;1;0;2;8;0
1;26;0;0;0;0;2;1;0
1;36;0;1;9;0;2;3;1
0;69;0;1;4;0;2;4;0
1;33;0;0;5;0;2;0;0
0;30;0;1;9;0;2;3;0
1;35;0;1;1;0;2;4;1
1;25;0;0;0;0;2;1;1
0;18;1;0;2;0;2;4;0
0;35;0;1;5;0;1;10;1
0;20;0;1;1;0;2;2;0
0;26;0;1;3;0;2;3;0
0;46;0;1;0;0;2;9;0
1;31;0;0;0;0;2;3;0
0;40;0;1;10;4;2;10;1
1;40;0;2;1;0;2;1;0
1;31;0;0;0;0;2;1;0
0;32;0;1;8;0;1;1;0
0;23;0;2;5;0;1;0;0
0;25;0;0;3;0;4;11;0
0;37;0;1;5;0;2;6;0
1;18;0;0;5;0;2;5;0
1;55;0;6;1;0;2;5;0
1;52;0;2;4;1;2;10;0
1;26;0;0;1;0;2;0;0
0;37;0;0;5;0;2;9;1
1;39;0;2;1;0;2;1;0
1;62;0;2;0;0;1;3;1
0;47;0;1;1;0;2;10;1
0;51;0;1;0;0;4;11;1
1;55;0;2;1;0;2;4;0
0;30;0;1;1;0;2;10;0
0;59;0;1;5;0;3;10;0
0;45;0;1;12;0;1;10;0
0;52;0;1;5;0;2;1;1
0;21;0;0;1;0;2;2;0
0;31;0;1;1;0;2;8;0
0;29;1;0;5;0;2;0;0
0;24;0;1;1;0;2;2;0
0;17;0;0;12;0;2;4;0
1;47;1;2;1;0;2;8;0
0;46;0;1;5;0;2;5;1
0;63;0;1;14;1;2;6;0
0;21;0;0;5;0;2;4;0
0;18;1;0;1;0;2;4;0
0;49;0;1;8;0;0;1;1
1;81;0;6;1;0;1;0;0
0;36;0;1;6;0;5;1;1
0;47;0;1;1;0;2;10;1
0;36;0;1;3;0;2;5;1
0;39;0;1;9;0;1;7;0
1;46;0;0;0;0;2;5;0
1;43;0;1;5;0;4;0;1
1;39;0;2;0;0;4;0;0
1;29;0;4;5;0;2;5;0
1;23;1;0;1;0;2;2;0
0;57;0;1;12;0;2;10;0
1;38;1;0;1;0;1;5;0
1;25;0;0;0;0;2;5;0
0;39;0;1;5;0;4;1;0
0;24;1;0;5;2;2;5;0
0;56;0;1;3;0;2;10;1
1;39;0;2;14;0;2;5;0
1;23;0;0;9;0;2;5;0
1;67;0;2;1;0;1;1;0
0;41;2;0;0;0;2;0;0
1;24;0;0;0;0;4;3;0
0;51;1;2;0;0;2;1;1
1;30;0;2;1;0;5;4;0
0;47;0;1;1;0;5;7;1
0;56;0;0;1;0;2;8;0
0;51;0;2;1;0;2;10;0
0;57;0;1;5;0;1;1;0
1;34;0;2;5;0;2;4;0
0;24;0;0;0;0;2;3;0
0;57;0;1;1;0;2;8;0
0;38;0;1;1;0;2;8;1
1;23;0;0;1;0;2;9;0
0;35;0;1;7;4;2;8;0
0;58;0;1;1;0;2;10;0
0;68;0;1;8;0;0;3;1
0;43;0;1;5;0;2;1;1
1;17;0;0;2;0;2;4;0
0;53;0;1;8;0;0;3;1
0;37;1;1;8;0;5;3;1
0;63;0;1;1;0;2;10;1
0;31;0;3;5;0;2;6;0
0;29;0;1;1;0;2;4;0
0;43;0;1;5;0;4;11;1
1;27;0;0;10;0;2;3;1
0;25;0;0;1;0;1;4;0
1;28;0;0;1;0;2;3;0
1;54;0;2;1;0;2;5;0
1;31;3;0;5;0;4;1;0
0;23;0;0;5;0;2;9;0
1;19;0;0;0;0;2;3;0
1;61;0;1;1;0;1;7;0
1;27;0;1;9;0;5;4;1
1;19;1;0;5;0;2;0;0
1;25;3;2;1;0;4;0;0
0;40;0;1;5;0;2;9;1
1;53;0;2;2;0;2;4;0
0;32;0;0;0;0;2;3;0
0;72;0;1;8;0;1;3;1
0;61;0;1;7;0;2;6;0
0;42;0;1;1;0;2;5;0
1;17;3;0;12;0;2;4;0
0;73;0;1;1;8;2;6;0
0;41;0;4;5;0;1;10;0
1;23;1;0;5;2;2;8;0
1;23;0;0;1;8;2;3;0
0;65;0;1;9;0;2;0;0
1;45;0;1;1;0;5;5;0
0;52;1;1;0;0;3;9;1
1;24;1;0;0;0;4;0;0
0;23;0;1;9;0;2;10;0
1;30;0;2;5;0;2;9;0
0;26;0;0;0;0;2;1;0
0;37;0;2;1;0;1;7;0
0;17;0;0;1;0;2;4;0
0;31;0;1;1;0;2;5;0
1;52;0;4;1;0;2;0;0
0;63;0;0;0;0;2;5;0
1;27;0;0;1;0;2;13;0
0;31;0;1;4;4;2;8;0
1;71;0;6;1;0;1;0;0
0;35;0;1;0;0;2;1;0
1;44;0;1;1;0;2;0;0
0;36;2;1;3;26;2;3;0
1;22;0;0;0;0;2;1;0
0;32;0;1;1;0;2;3;0
1;30;0;2;0;0;4;3;0
1;25;0;0;5;0;2;0;0
1;76;0;6;7;0;2;11;0
0;41;0;2;1;0;2;10;0
0;26;4;1;7;0;2;8;0
1;32;0;2;5;0;2;0;0
0;22;0;0;1;0;2;10;0
0;39;0;1;0;0;2;5;1
0;63;0;0;0;0;1;6;0
1;23;0;0;6;0;2;6;0
0;61;0;1;12;0;2;8;0
0;31;0;1;9;0;0;10;0
0;25;0;1;4;0;2;8;0
1;33;0;0;1;0;2;4;0
1;39;0;1;1;0;2;5;0
1;53;2;1;0;26;2;8;0
1;26;0;0;0;0;3;1;0
0;21;0;0;5;0;2;4;0
0;18;1;0;1;0;2;0;0
0;34;0;1;0;0;2;1;1
0;44;1;1;3;0;0;3;1
0;31;0;2;1;0;2;10;0
0;44;0;1;1;0;2;6;1
0;42;0;1;10;0;2;3;1
0;43;0;1;1;4;2;8;0
0;33;2;1;0;0;2;4;1
1;21;1;0;5;0;2;5;0
0;30;0;1;1;0;2;2;1
0;55;0;1;1;0;2;6;0
1;57;0;0;5;0;2;0;0
0;37;0;0;1;0;2;7;0
0;32;0;1;1;0;2;8;1
0;62;0;1;0;0;1;3;1
0;31;1;0;0;0;1;5;1
0;51;0;1;0;23;2;1;1
1;37;0;2;3;0;2;1;0
0;45;0;1;11;4;2;6;0
0;47;0;1;5;0;2;8;0
0;75;0;1;2;0;1;1;0
0;43;4;1;3;0;2;3;0
0;39;0;1;6;9;2;10;1
0;30;0;1;0;0;2;3;1
0;27;0;0;11;24;2;2;0
0;44;3;1;1;0;2;8;0
1;53;0;2;3;0;4;3;1
0;40;0;1;0;0;2;0;0
1;18;0;0;2;0;2;5;0
0;33;1;1;0;7;2;11;0
0;20;0;0;1;0;2;5;0
0;38;1;1;5;0;2;1;0
1;48;0;2;1;0;2;0;0
0;46;0;1;1;0;1;1;0
0;51;0;1;1;0;2;10;0
1;35;0;0;1;0;1;4;0
0;24;0;0;7;4;2;2;0
0;30;0;2;5;0;2;2;0
0;70;0;1;1;0;2;1;0
0;26;0;1;1;0;2;6;0
0;34;0;1;1;0;2;10;0
0;46;0;1;1;0;2;10;1
1;70;0;1;1;0;2;0;0
0;37;0;1;5;0;4;4;0
1;36;0;2;5;0;1;5;0
1;23;0;0;4;4;2;8;0
0;28;0;1;1;0;2;5;0
0;44;0;1;5;0;1;1;1
0;58;0;2;1;0;2;8;0
0;53;0;1;5;0;2;1;1
0;23;0;1;5;0;2;2;0
0;26;1;0;1;0;2;10;0
1;34;0;2;3;0;4;3;0
0;43;0;1;2;0;2;10;0
0;22;1;0;5;0;2;4;0
0;41;3;1;5;0;2;10;1
0;36;2;1;1;36;2;0;0
1;41;0;1;0;0;4;3;0
0;27;0;0;1;0;2;0;0
0;42;0;1;5;0;1;7;0
1;27;0;0;9;0;2;0;0
0;41;0;2;1;0;2;11;0
1;32;2;1;0;26;2;1;1
0;21;2;0;5;0;2;0;0
0;44;1;1;0;0;2;1;1
0;29;0;0;0;0;2;1;0
1;19;0;0;5;0;1;4;0
0;21;0;0;5;24;4;0;0
0;46;0;1;1;0;2;6;0
0;38;0;1;0;0;2;1;1
0;43;0;0;5;0;2;0;1
0;54;0;1;1;0;5;5;1
0;38;0;1;3;0;2;1;1
1;50;0;1;1;0;2;0;1
1;30;0;1;9;0;2;3;1
0;30;0;1;4;0;2;10;0
1;28;3;0;1;0;4;1;0
1;26;0;0;9;0;2;0;0
0;37;0;1;5;0;3;10;0
0;32;0;1;1;0;2;8;1
1;64;0;1;3;0;0;3;1
1;18;0;0;1;0;2;5;0
0;30;0;1;5;0;2;0;0
0;18;1;0;2;0;2;4;0
0;27;0;1;1;0;2;10;0
0;49;0;1;4;0;2;4;0
0;46;0;1;1;0;0;4;1
0;37;0;1;1;0;2;0;0
0;30;0;2;5;0;2;6;0
1;29;4;2;1;9;2;3;0
0;25;0;1;1;0;1;7;0
1;38;1;4;1;0;2;13;0
0;35;0;1;5;0;2;10;0
0;56;0;1;3;0;2;0;1
1;29;0;2;5;0;2;1;0
0;41;0;1;1;0;2;9;0
0;47;0;1;1;0;2;8;0
1;23;2;0;0;0;2;0;0
0;46;0;1;0;0;1;5;1
0;28;1;0;1;0;4;11;0
1;39;0;2;0;0;2;0;0
1;42;0;1;5;0;1;7;0
0;39;0;1;1;0;2;6;1
0;37;0;1;0;0;5;10;1
1;57;0;0;10;0;2;3;0
1;22;1;0;5;0;2;4;0
0;24;0;0;9;0;2;0;1
0;19;0;0;5;0;2;2;0
1;55;1;2;6;0;2;5;0
0;37;0;1;1;0;4;11;0
1;37;1;0;5;0;4;0;0
0;28;0;1;0;0;2;4;0
1;27;0;0;1;0;2;4;0
1;40;0;0;0;0;0;3;0
1;51;0;2;1;0;2;13;0
0;52;0;1;9;0;2;6;0
0;49;0;1;5;0;5;1;1
1;40;0;2;5;0;3;0;0
0;80;0;0;5;0;2;3;0
0;63;0;1;5;0;2;11;0
0;63;0;2;1;0;2;6;1
1;51;0;2;5;0;2;0;0
1;23;0;0;1;0;2;0;0
0;66;0;6;1;0;1;10;0
0;33;0;1;1;0;1;5;0
0;49;0;1;1;0;2;10;0
0;20;0;0;5;0;2;6;0
0;33;0;1;6;0;5;1;1
0;26;0;5;5;0;2;11;0
0;52;0;1;1;0;2;1;1
0;33;0;1;0;0;2;1;1
0;47;0;2;0;0;2;5;0
0;23;1;0;1;0;2;1;0
0;53;0;1;6;0;3;0;0
0;19;0;0;5;0;2;4;0
0;26;0;0;5;0;3;10;0
0;53;0;1;7;0;2;6;1
0;65;0;0;1;0;2;8;0
0;68;0;1;0;0;2;6;0
0;30;0;0;12;24;2;5;0
0;28;0;1;2;0;2;10;0
0;54;0;1;12;0;4;11;0
0;30;0;0;1;0;2;4;0
0;22;0;0;5;0;2;0;0
0;25;0;0;1;0;2;4;0
0;19;0;0;2;0;2;4;0
0;32;0;1;10;0;3;3;1
1;23;0;0;0;0;2;1;0
0;51;0;1;0;0;4;3;0
0;25;0;1;5;0;2;5;1
1;46;1;0;0;0;4;3;0
1;38;0;2;5;0;2;9;0
0;26;2;1;1;0;0;11;1
1;46;0;2;1;0;2;3;0
1;25;0;0;0;0;2;3;0
1;20;0;0;5;0;2;4;0
0;29;0;1;3;0;4;3;0
0;51;0;1;3;0;5;1;1
0;40;0;1;5;0;2;10;0
1;24;0;0;5;0;2;0;0
0;24;0;0;0;0;1;7;0
1;31;3;1;9;4;2;4;0
0;34;0;4;6;0;2;10;0
