ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
99708;72;0;6000;23;80;7;5
78221;64;1;3000;8;222;17;3
54566;48;1;4000;11;156;13;5
98117;78;1;3000;10;61;7;3
93065;52;1;5000;0;35;3;5
48127;68;1;2000;5;52;2;25
30062;40;0;4000;14;25;2;10
33063;26;4;6000;1;90;7;10
92592;90;1;2000;0;25;3;5
91016;82;1;7000;0;265;15;10
29662;72;1;5000;15;62;5;5
56357;55;1;4000;3;80;12;3
99180;42;0;6000;10;190;17;3
95441;48;0;7000;0;128;9;0
95677;83;1;4000;0;181;13;8
60068;64;0;6000;6;208;8;15
41018;89;0;2000;17;175;7;5
98117;79;1;6000;10;121;15;2
48047;36;0;7000;5;37;3;5
76802;74;0;6000;8;140;19;3
29072;64;1;6000;15;18;2;3
53960;83;0;2000;11;124;17;5
37211;85;1;1000;27;114;11;5
89434;76;1;3000;20;130;17;1
48189;58;1;3000;5;98;11;3
36542;58;4;4000;13;242;19;3
94533;71;0;4000;0;134;13;5
65301;77;0;2000;7;91;8;5
49097;41;1;5000;5;63;13;3
53213;65;1;3000;11;58;7;3
70503;74;1;1000;21;105;4;10
98829;60;0;3000;10;15;1;15
70737;38;0;7000;21;43;5;5
29928;38;0;6000;15;107;7;3
94117;68;0;5000;0;89;13;3
63701;46;0;2000;7;50;2;25
28358;61;1;2000;9;47;4;10
30147;61;1;5000;14;201;15;6
77061;50;1;5000;8;35;4;5
55429;54;0;5000;3;57;5;5
34982;74;0;2000;1;130;22;5
29583;66;1;4000;15;85;5;10
61938;56;0;5000;6;37;6;5
91913;63;1;4000;0;82;19;3
94115;72;1;5000;0;36;2;15
61733;58;1;3000;6;34;4;5
54630;44;0;3000;11;36;3;8
63114;54;1;2000;7;172;8;10
32503;66;1;1000;1;65;3;20
94925;40;1;7000;0;127;8;5
38652;52;0;2000;29;55;10;3
94618;44;1;6000;0;80;3;25
94510;58;1;5000;0;78;6;6
29605;26;0;2000;15;20;2;5
56760;73;0;5000;3;147;11;5
62088;87;0;2000;6;124;26;2
93238;48;0;1000;0;20;1;20
94122;76;1;4000;0;153;16;3
75063;43;0;7000;8;156;19;0
51249;86;1;5000;12;25;1;25
36525;42;1;3000;13;69;12;5
75006;91;1;4000;8;78;9;2
87501;55;0;6000;26;113;20;3
93218;52;0;5000;0;130;7;10
39744;72;1;3000;29;62;6;5
62220;79;0;3000;6;73;14;3
48808;90;0;2000;5;262;19;6
94610;75;1;1000;0;75;2;25
29418;59;0;6000;15;375;33;5
80759;77;1;6000;30;86;8;5
30577;69;1;2000;14;201;25;1
69366;64;0;2000;33;67;12;5
88005;46;1;2000;26;36;3;6
64151;20;1;7000;7;20;1;20
78745;30;0;6000;8;34;4;5
48763;68;1;3000;5;110;5;10
60118;68;1;5000;6;255;21;5
29172;69;0;1000;15;104;31;0
98951;79;0;3000;10;120;9;5
28786;58;1;5000;9;135;14;5
46407;57;0;1000;2;105;6;10
92117;35;0;4000;0;35;2;15
78043;84;0;7000;8;115;3;30
98274;64;0;3000;10;45;2;20
76712;68;1;3000;8;48;5;5
62062;88;1;2000;6;123;36;2
77064;50;0;5000;8;32;5;5
63105;81;1;7000;7;156;11;5
97623;78;1;2000;18;45;5;5
80104;39;0;5000;30;48;7;5
92705;60;0;6000;0;32;4;3
32127;85;1;1000;1;46;6;5
94550;50;1;7000;0;131;8;10
31904;64;0;4000;14;150;12;5
33707;75;0;2000;1;52;4;10
90002;65;1;2000;0;22;1;22
95451;91;0;6000;0;334;11;15
98055;76;0;2000;10;191;15;5
93555;45;0;6000;0;15;1;15
39552;60;1;3000;29;15;1;15
33027;47;1;5000;1;64;5;10
92109;44;0;2000;0;60;3;20
33905;50;0;5000;1;109;7;9
80030;33;1;5000;30;55;5;5
37774;64;0;2000;27;25;2;5
88260;59;0;4000;26;74;5;10
48080;93;0;1000;5;104;7;3
48307;42;1;5000;5;90;16;3
49421;56;1;4000;5;15;1;15
93010;76;1;5000;0;107;9;5
80126;75;0;5000;30;52;4;10
72764;79;0;3000;25;157;17;5
27604;45;0;6000;9;15;1;15
31210;34;1;5000;14;30;3;5
60107;48;0;4000;6;72;7;10
76705;72;0;6000;8;28;1;28
49047;65;0;6000;5;114;11;5
42330;79;0;4000;17;60;4;5
91604;42;1;6000;0;70;3;20
97233;81;0;4000;18;86;8;3
63017;57;1;7000;7;33;3;10
30236;32;1;5000;14;47;6;5
83864;50;0;7000;34;18;1;18
93703;74;0;2000;0;53;10;3
98103;86;1;6000;10;100;7;10
91765;45;1;7000;0;85;18;2
98520;70;0;2000;10;61;19;1
33825;65;1;1000;1;56;10;3
30153;52;0;2000;14;69;7;5
98363;75;1;1000;10;200;12;5
73703;79;0;1000;22;35;2;15
27858;32;1;5000;9;321;23;3
32812;64;1;3000;1;96;13;5
98012;46;0;6000;10;147;14;3
35758;67;0;4000;13;60;4;10
30327;39;0;5000;14;15;1;15
53154;79;1;4000;11;56;13;3
92704;60;0;4000;0;26;2;10
60619;56;1;2000;6;40;3;10
39701;82;1;1000;29;107;12;5
60639;48;1;1000;6;20;1;20
49601;62;1;2000;5;104;7;5
91356;71;0;6000;0;68;6;3
48034;93;0;6000;5;169;9;5
80003;93;1;1000;30;134;17;5
87413;49;0;5000;26;128;13;5
28227;37;0;2000;9;20;1;20
91342;50;1;4000;0;70;7;5
75081;46;1;6000;8;72;2;31
47630;36;0;5000;2;35;3;5
77705;52;1;5000;8;47;5;5
92154;35;1;5000;0;96;16;3
92285;64;1;1000;0;25;2;10
48429;23;1;3000;5;20;1;20
90803;96;0;7000;0;108;10;5
95521;52;1;1000;0;64;6;5
74429;50;1;6000;22;61;12;2
46797;47;1;5000;2;31;5;5
27703;56;1;5000;9;79;11;3
95665;53;1;4000;0;185;7;15
63021;55;1;4000;7;62;11;2
60525;84;1;5000;6;40;2;15
76050;80;1;3000;8;147;13;3
90405;68;0;6000;0;88;8;5
49265;56;1;3000;5;49;7;3
91903;54;1;6000;0;50;4;10
40175;64;0;4000;17;149;15;3
32764;48;0;4000;1;94;9;5
60419;74;1;1000;6;247;41;2
60101;65;0;5000;6;50;3;10
35903;42;1;5000;13;64;16;2
61554;79;0;2000;6;217;25;0
81418;90;1;3000;30;505;46;3
78064;76;1;2000;8;51;7;3
63128;80;0;4000;7;97;18;3
64056;46;1;4000;7;108;8;10
48170;28;0;4000;5;37;5;4
37920;62;0;7000;27;25;1;25
78622;75;0;2000;8;26;6;3
94957;80;0;6000;0;93;11;5
73754;42;1;5000;22;40;2;20
80206;93;1;2000;30;381;32;5
61761;48;1;5000;6;92;14;2
71108;60;0;4000;21;70;5;5
94550;68;1;6000;0;46;5;5
97211;67;1;2000;18;284;25;1
76528;58;0;2000;8;524;37;5
64506;70;1;1000;7;50;9;4
28572;58;1;5000;9;25;2;5
32421;71;0;4000;1;42;5;5
55428;79;1;5000;3;76;10;3
33461;83;1;1000;1;72;5;10
30044;48;1;6000;14;55;3;10
67010;42;1;4000;24;788;39;5
52577;58;0;4000;12;95;21;3
95215;47;1;5000;0;55;3;10
29687;79;1;2000;15;50;5;10
93535;36;1;2000;0;26;5;3
90077;79;3;7000;0;35;2;10
61938;58;0;1000;6;205;14;10
36303;61;0;6000;13;60;5;8
55443;76;1;5000;3;84;8;5
92126;80;1;3000;0;202;18;2
97071;75;0;1000;18;101;15;2
90003;36;0;1000;0;141;20;5
31404;64;1;2000;14;125;10;5
34429;75;0;2000;1;74;19;2
34203;48;1;7000;1;20;1;20
54435;58;1;5000;11;183;10;5
27410;72;0;5000;9;111;15;2
81321;46;0;4000;30;72;6;10
76051;41;1;4000;8;55;3;15
73107;82;0;1000;22;30;3;10
29605;46;0;6000;15;35;2;15
80521;42;0;4000;30;72;6;5
94520;90;0;1000;0;226;11;0
75062;36;0;3000;8;116;13;5
33486;81;1;1000;1;124;17;5
48192;77;1;1000;5;119;16;4
77034;56;0;3000;8;49;5;5
71108;62;1;4000;21;135;15;5
77541;76;0;4000;8;155;13;6
55902;92;1;2000;3;25;1;25
42101;52;0;5000;17;20;1;20
49690;69;1;2000;5;221;21;5
54741;42;1;2000;11;85;4;15
85015;34;1;4000;19;68;9;5
96310;68;1;7000;50;27;4;5
93245;49;0;4000;0;78;5;10
54949;78;1;3000;11;97;9;5
29212;48;0;6000;15;24;3;3
77099;46;1;4000;8;72;6;5
33165;69;1;7000;1;54;6;5
77207;36;1;7000;8;203;6;21
75240;66;0;3000;8;45;3;5
30096;42;1;4000;14;304;37;1
72204;50;1;3000;25;32;2;15
34972;62;1;5000;1;72;12;4
59936;30;0;4000;28;112;6;10
90241;73;1;5000;0;61;9;5
93277;38;1;2000;0;144;10;10
75948;65;0;4000;8;59;5;3
33416;67;1;5000;1;318;10;20
30328;26;0;4000;14;35;3;10
92083;90;1;3000;0;283;27;3
93292;47;0;5000;0;55;7;3
33025;86;1;2000;1;199;17;5
53007;83;1;1000;11;110;9;5
92067;54;1;7000;0;245;9;20
70737;48;1;4000;21;127;14;5
48091;80;1;3000;5;86;6;10
95020;40;0;6000;0;113;6;15
71292;88;0;2000;21;55;4;10
30075;47;0;5000;14;175;10;10
77040;51;0;5000;8;50;1;50
63050;56;1;6000;7;226;18;10
48723;84;1;2000;5;25;1;25
49947;58;0;2000;5;110;8;5
86426;76;1;5000;19;169;19;3
48066;58;1;5000;5;75;4;15
32569;45;0;5000;1;20;1;20
32960;75;1;2000;1;38;5;5
55720;47;1;5000;3;110;9;5
55408;79;0;1000;3;127;10;10
94080;80;0;5000;0;105;6;10
98665;36;0;5000;10;178;19;3
96007;45;1;3000;0;90;10;5
28056;36;0;6000;9;20;1;20
71660;78;1;4000;25;229;28;5
46176;90;1;2000;2;61;6;5
53012;80;1;5000;11;43;8;3
48846;51;1;2000;5;60;7;5
83501;55;1;5000;34;97;11;5
60010;30;0;3000;6;25;1;25
71064;48;0;4000;21;24;2;4
36869;64;1;5000;13;205;29;3
60041;84;0;2000;6;60;11;3
92225;54;1;3000;0;50;7;5
75751;68;0;6000;8;61;6;5
62269;68;0;2000;6;25;3;5
49015;74;1;6000;5;72;20;1
58047;46;1;3000;32;107;15;3
60053;84;0;5000;6;210;14;10
73521;69;1;1000;22;205;25;3
48060;61;0;5000;5;25;3;5
63025;41;1;6000;7;15;1;15
46322;38;1;5000;2;63;8;5
73521;66;0;3000;22;47;5;5
60613;81;0;7000;6;82;6;10
75230;37;1;5000;8;62;3;20
93933;45;1;6000;0;92;13;3
94538;55;0;5000;0;35;7;3
49024;75;0;6000;5;85;7;5
48162;48;1;2000;5;187;15;5
75240;51;0;7000;8;195;8;5
47203;38;0;5000;2;87;10;5
52404;58;1;3000;12;119;13;5
35646;56;0;5000;13;122;6;10
37091;54;1;2000;27;240;12;10
92630;41;0;6000;0;273;7;20
65101;78;1;1000;7;192;39;2
30458;54;0;5000;14;58;11;1
95841;60;0;5000;0;43;2;20
82009;54;1;4000;35;18;1;18
70003;53;1;4000;21;30;4;6
97754;73;0;3000;18;82;20;1
77516;53;1;7000;8;115;4;20
49734;80;1;1000;5;79;8;5
53013;94;1;2000;11;30;2;10
39762;52;1;7000;29;160;7;5
67211;81;1;5000;24;271;45;3
74501;70;1;1000;22;126;25;3
62025;72;0;2000;6;40;2;15
40213;69;1;1000;17;185;18;5
70175;50;1;2000;21;32;3;3
32801;76;1;1000;1;128;18;0
46322;83;1;4000;2;104;15;5
60707;62;1;2000;6;149;10;3
38104;84;1;1000;27;308;37;2
34203;68;1;1000;1;70;6;6
29631;64;0;4000;15;200;4;50
77630;55;1;6000;8;129;17;3
76309;69;1;3000;8;180;9;10
32839;72;0;2000;1;47;7;5
35741;74;1;6000;13;30;2;15
63091;66;1;3000;7;83;7;3
63136;85;0;2000;7;96;24;2
80909;78;1;4000;30;56;6;5
95819;75;1;6000;0;341;20;5
58032;66;0;3000;32;128;12;5
66208;44;1;4000;24;111;9;5
94117;68;0;5000;0;31;4;5
35802;72;0;5000;13;33;3;10
75088;82;0;2000;8;129;10;10
66507;67;0;2000;24;118;8;5
61550;77;0;3000;6;105;7;15
99216;75;1;4000;10;83;9;2
94565;37;0;2000;0;70;5;10
75144;68;0;1000;8;20;1;20
49010;55;0;7000;5;106;5;15
33624;73;0;5000;1;42;3;10
57348;64;1;3000;16;65;5;10
87930;65;1;2000;26;47;4;8
92835;72;1;4000;0;25;1;25
79764;62;1;5000;8;90;18;3
91702;39;0;7000;0;60;7;5
28625;40;1;4000;9;36;3;6
64077;75;1;2000;7;98;32;1
76114;76;1;5000;8;104;14;2
53118;40;1;4000;11;25;2;10
95687;59;1;6000;0;172;14;5
60173;42;0;7000;6;102;9;5
54923;45;0;6000;11;20;1;20
67410;79;0;3000;24;213;8;3
75756;66;1;3000;8;80;6;5
97213;26;1;5000;18;15;1;15
33437;70;1;6000;1;54;15;2
78734;67;0;7000;8;30;1;30
53533;60;0;4000;11;138;12;5
76014;74;0;3000;8;126;14;3
48044;32;0;5000;5;60;3;10
43214;92;1;1000;40;25;3;5
48326;56;0;3000;5;65;4;10
77802;85;1;2000;8;80;7;5
98208;66;1;6000;10;216;22;6
27844;52;0;5000;9;26;2;10
91007;82;0;4000;0;247;13;10
74003;68;0;6000;22;25;1;25
38606;82;1;5000;29;110;11;5
90280;34;1;4000;0;72;5;10
94589;80;1;5000;0;125;25;3
33312;66;0;5000;1;25;3;5
55987;38;1;1000;3;168;18;5
60176;87;0;3000;6;185;11;5
33709;48;1;5000;1;281;22;5
60634;71;1;4000;6;313;36;5
85022;80;1;1000;19;67;7;2
48323;86;0;7000;5;20;1;20
80005;72;1;5000;30;77;15;3
62481;62;1;2000;6;42;7;3
32907;43;0;5000;1;69;13;3
48045;68;0;5000;5;48;6;3
71762;66;1;1000;25;72;8;5
33830;56;0;4000;1;20;1;20
94566;72;0;3000;0;104;15;3
89117;44;1;4000;20;20;1;20
68516;72;0;2000;33;44;5;3
82604;86;1;2000;35;115;17;5
94132;38;1;7000;0;32;3;10
46044;81;0;3000;2;258;45;3
60406;34;1;3000;6;82;6;5
48017;65;1;5000;5;183;24;3
40205;57;1;5000;17;84;10;3
63129;66;0;5000;7;45;16;1
68936;60;1;2000;33;30;2;10
40206;36;0;5000;17;35;3;5
98366;55;1;4000;10;50;5;5
92618;36;1;4000;0;29;7;3
28105;45;0;7000;9;92;8;6
60115;43;1;7000;6;84;9;0
48135;56;1;5000;5;20;1;20
94063;67;0;5000;0;157;12;5
8701;58;1;3000;37;37;4;5
33950;85;3;2000;1;86;18;2
60467;40;0;5000;6;47;4;5
89013;45;1;3000;20;38;5;5
79063;46;0;4000;8;23;4;2
39702;60;1;7000;29;40;3;10
71270;89;0;2000;21;166;20;5
76945;50;0;6000;8;25;1;25
49706;38;0;2000;5;115;13;5
27320;72;0;1000;9;15;1;15
36272;68;0;1000;13;36;3;5
28442;58;1;6000;9;190;6;10
50273;82;0;1000;12;245;28;3
79109;57;0;7000;8;105;9;5
85302;56;1;3000;19;187;17;3
28226;72;1;3000;9;32;6;3
80012;47;1;3000;30;50;4;10
70726;64;1;4000;21;66;8;3
30906;63;1;2000;14;158;30;3
98053;54;1;4000;10;97;9;5
78227;74;1;1000;8;80;5;5
48439;67;1;5000;5;93;15;2
97049;94;0;2000;18;79;8;5
49770;91;0;4000;5;142;5;10
92704;68;3;6000;0;252;16;5
70538;29;1;3000;21;110;8;5
79707;68;0;3000;8;60;6;3
55750;71;0;3000;3;41;3;10
76107;84;3;6000;8;136;13;3
64503;74;0;3000;7;90;16;3
37364;52;0;3000;27;437;39;4
80027;50;1;5000;30;102;11;3
32303;49;0;6000;1;86;6;10
60532;44;0;6000;6;57;5;10
98516;68;0;5000;10;40;3;10
77510;42;0;5000;8;39;8;3
55041;88;1;2000;3;40;14;1
38116;82;1;2000;27;104;14;1
99205;77;0;3000;10;155;11;10
98367;77;1;4000;10;201;21;5
33033;84;0;2000;1;325;7;25
78749;34;0;6000;8;15;1;15
74055;51;1;5000;22;37;4;5
29611;52;1;3000;15;48;3;10
36609;73;1;6000;13;137;5;20
56379;51;0;5000;3;25;1;25
85310;59;1;4000;19;100;7;10
80909;48;0;2000;30;112;15;5
78155;50;0;6000;8;35;4;5
99301;64;0;5000;10;74;12;5
96816;39;1;4000;31;20;1;20
78249;57;0;3000;8;110;4;20
78702;73;1;2000;8;201;14;5
32119;58;1;3000;1;172;23;4
42345;95;0;6000;17;112;15;3
53221;42;1;3000;11;198;20;5
48206;72;1;1000;5;99;9;5
78003;45;1;4000;8;66;6;5
47882;61;0;2000;2;108;3;25
30189;37;1;5000;14;72;7;6
94568;33;0;7000;0;62;5;10
33147;47;1;2000;1;143;20;3
78240;39;1;6000;8;60;4;10
29841;60;0;2000;15;50;2;25
93103;86;0;2000;0;15;1;15
55118;55;0;2000;3;127;10;5
97420;77;0;2000;18;155;15;5
90066;70;1;2000;0;66;5;10
93675;72;1;2000;0;55;9;5
64804;66;3;4000;7;58;6;5
28792;65;1;7000;9;236;43;1
90710;53;1;7000;0;153;12;5
28428;58;1;3000;9;75;2;25
78251;60;0;4000;8;272;18;5
33138;77;0;6000;1;72;12;2
50702;90;0;1000;12;88;8;3
34232;86;1;1000;1;518;30;10
94087;79;0;5000;0;127;4;25
60419;59;1;3000;6;140;9;15
37659;36;1;2000;27;64;8;3
62326;45;0;3000;6;22;2;7
37918;43;1;5000;27;36;2;15
80631;50;0;1000;30;181;12;5
90230;26;3;4000;0;205;8;5
93420;47;1;7000;0;80;13;3
78757;42;1;4000;8;33;1;33
59602;70;1;1000;28;148;20;3
85017;87;1;4000;19;110;10;5
63031;56;1;5000;7;34;4;5
19095;92;0;7000;44;100;18;3
90808;66;0;6000;0;15;1;15
93727;45;1;4000;0;71;13;3
78377;34;1;6000;8;50;1;50
99701;77;0;4000;23;85;10;5
93534;74;0;1000;0;183;15;5
70117;36;1;1000;21;45;4;5
28763;78;0;5000;9;55;2;5
60645;85;1;2000;6;154;18;3
27021;38;1;6000;9;127;15;5
42240;73;1;2000;17;53;19;2
55106;48;1;3000;3;75;7;5
35160;88;0;5000;13;41;4;5
32526;55;0;4000;1;45;3;10
63629;79;0;1000;7;85;10;2
34667;50;1;4000;1;27;4;5
70131;46;1;5000;21;369;30;5
27331;47;0;4000;9;293;30;4
28262;72;1;4000;9;91;8;5
61571;50;0;4000;6;27;3;5
67661;32;0;4000;24;70;3;10
65711;89;0;2000;7;15;1;15
94509;90;0;1000;0;52;6;5
60609;58;1;1000;6;84;14;3
72204;37;0;5000;25;67;6;7
47374;76;1;2000;2;15;1;15
91790;28;1;6000;0;92;12;5
92596;45;1;6000;0;40;3;10
98275;85;0;5000;10;219;19;4
80226;75;0;3000;30;67;21;2
92024;68;0;2000;0;19;1;19
60526;83;0;4000;6;84;22;2
95454;36;1;3000;0;157;8;5
95901;63;0;3000;0;50;1;50
33319;86;0;7000;1;116;9;5
92037;97;0;5000;0;178;12;5
76234;57;1;6000;8;35;2;15
95822;50;0;4000;0;25;1;25
73034;42;1;5000;22;87;22;1
46360;68;0;1000;2;99;7;5
32004;32;0;5000;1;100;2;50
30047;75;1;2000;14;78;7;5
98660;81;1;1000;10;162;31;1
92014;42;1;5000;0;85;4;20
98272;45;1;4000;10;165;5;25
28787;48;0;1000;9;222;32;3
30060;47;1;4000;14;67;6;5
88355;74;1;2000;26;15;1;15
98146;70;0;7000;10;21;2;6
62002;34;1;1000;6;98;12;3
79741;56;1;5000;8;30;2;15
28659;84;1;2000;9;100;19;4
37203;28;1;1000;27;26;6;3
56601;59;1;5000;3;25;2;10
49286;66;0;2000;5;49;4;10
97707;58;1;5000;18;50;2;25
54450;62;0;3000;11;247;17;5
88011;78;1;4000;26;47;5;5
94306;81;0;7000;0;62;7;3
60452;76;1;1000;6;167;18;5
95927;42;1;6000;0;143;12;5
32119;89;0;2000;1;82;9;5
85051;50;1;4000;19;32;3;5
33055;23;1;3000;1;25;2;5
29379;77;0;1000;15;306;22;5
46410;51;1;5000;2;52;5;5
47978;41;1;5000;2;15;1;15
91361;80;0;6000;0;176;10;5
92083;78;0;4000;0;191;21;5
60424;71;0;4000;6;82;11;5
48124;74;1;5000;5;30;2;10
55082;82;1;2000;3;171;19;5
73003;62;0;6000;22;303;18;5
63111;94;1;5000;7;175;13;5
53211;59;1;5000;11;138;12;5
34433;42;0;5000;1;41;4;5
27610;84;1;1000;9;98;19;2
94960;79;0;7000;0;151;11;5
95838;40;0;2000;0;453;18;5
48223;68;0;7000;5;25;1;25
62208;50;1;5000;6;81;16;3
33029;35;0;7000;1;282;9;5
33165;47;1;6000;1;89;13;3
38866;77;1;3000;29;112;19;5
61455;90;1;2000;6;587;22;10
49726;54;0;7000;5;48;4;10
46962;63;0;4000;2;69;5;10
34284;93;1;2000;1;394;21;2
39180;78;1;1000;29;30;2;10
99669;67;0;1000;23;70;7;5
93305;66;0;6000;0;215;17;5
80117;42;1;6000;30;52;6;5
61074;66;0;4000;6;116;11;5
63017;81;0;4000;7;122;4;25
98250;70;1;7000;10;1156;34;3
94103;52;0;2000;0;31;7;3
27886;50;0;4000;9;124;14;3
92054;70;1;2000;0;71;8;5
60803;50;1;4000;6;139;10;5
93010;57;0;7000;0;15;1;15
37356;76;1;7000;27;30;2;5
60148;58;0;2000;6;25;1;25
34207;78;0;1000;1;15;1;15
78550;94;0;2000;8;137;22;4
76117;59;1;3000;8;44;3;10
85306;78;1;2000;19;524;47;3
60657;49;1;6000;6;45;2;20
32216;78;1;5000;1;83;6;5
28025;63;1;5000;9;154;6;5
62220;69;0;4000;6;37;5;5
28681;39;1;1000;9;64;10;5
53215;75;1;1000;11;121;22;3
97420;50;1;4000;18;281;17;3
37048;49;3;5000;27;176;13;5
62833;86;0;4000;6;148;15;5
28782;72;0;3000;9;215;23;5
57028;84;0;2000;16;25;2;10
28214;64;1;6000;9;26;2;5
74601;56;1;1000;22;15;1;15
63139;79;0;2000;7;70;3;15
98052;87;0;1000;10;47;5;5
59601;76;1;2000;28;193;32;3
62035;94;1;5000;6;151;22;2
55124;75;0;7000;3;47;9;3
60089;82;1;7000;6;605;12;5
86336;69;1;5000;19;22;2;5
61877;69;0;5000;6;20;1;20
60123;42;0;3000;6;51;5;5
32751;40;0;2000;1;25;1;25
34690;76;0;5000;1;134;11;5
48435;52;1;6000;5;27;3;5
93065;75;1;3000;0;185;23;3
66224;35;0;5000;24;25;2;10
29150;38;1;2000;15;20;1;20
60193;63;1;7000;6;23;1;23
63141;87;0;6000;7;79;10;3
49001;36;0;4000;5;88;7;5
76120;61;1;5000;8;40;3;10
30294;54;1;7000;14;15;1;15
62849;42;0;3000;6;61;15;2
62401;61;0;1000;6;100;9;5
75074;32;0;6000;8;36;2;15
70775;49;0;5000;21;248;13;5
46147;88;1;5000;2;154;18;3
85746;60;1;2000;19;281;23;2
97141;57;1;5000;18;117;13;5
60060;34;1;7000;6;33;6;3
50588;93;1;1000;12;65;18;3
60555;56;1;6000;6;45;6;3
92530;74;1;1000;0;55;4;10
64057;62;0;4000;7;71;14;3
63021;56;1;6000;7;75;6;10
97523;55;1;3000;18;65;5;3
49953;75;0;3000;5;94;9;5
94301;73;3;3000;0;162;14;5
94710;57;0;6000;0;33;5;5
95991;44;1;5000;0;120;9;5
48324;30;0;7000;5;52;4;10
34741;68;1;2000;1;134;9;5
78155;45;1;7000;8;30;2;10
37075;52;1;3000;27;35;2;10
27292;78;0;2000;9;44;4;5
32561;66;1;5000;1;20;1;20
77327;40;0;7000;8;15;1;15
37355;74;0;3000;27;178;21;5
54303;89;0;4000;11;25;2;10
79201;70;1;7000;8;104;11;5
95926;82;0;5000;0;112;19;2
48316;26;0;7000;5;100;1;100
98004;38;1;7000;10;25;1;25
95501;28;0;4000;0;98;5;13
63552;44;0;7000;7;25;2;10
89406;70;1;7000;20;25;2;5
49453;40;1;4000;5;60;5;5
29631;46;1;7000;15;36;4;5
94517;70;0;5000;0;121;18;3
37922;71;0;6000;27;56;4;5
48213;35;1;7000;5;50;2;25
53406;89;1;1000;11;125;48;1
62526;80;0;2000;6;186;9;5
94549;60;0;6000;0;120;12;3
33193;35;1;7000;1;25;2;10
97031;38;1;1000;18;80;6;5
97405;65;1;5000;18;61;4;10
95051;64;1;5000;0;60;4;10
62293;56;1;7000;6;15;1;15
61325;74;1;3000;6;95;10;4
90249;38;1;4000;0;20;1;20
94087;41;0;1000;0;602;8;3
38114;49;0;1000;27;32;5;5
30060;78;1;5000;14;357;42;3
34950;78;1;2000;1;134;18;4
54166;88;1;1000;11;552;33;5
33615;54;1;5000;1;109;10;5
29054;68;0;2000;15;15;1;15
49721;85;1;1000;5;46;16;2
97530;52;1;2000;18;20;1;20
63304;54;0;4000;7;47;7;5
85621;86;0;2000;19;30;5;5
78520;69;0;2000;8;35;4;5
33184;33;4;3000;1;119;12;5
86404;81;1;3000;19;110;10;3
84109;86;0;5000;4;25;1;25
95136;54;1;7000;0;77;6;10
72901;65;1;2000;25;104;11;3
98942;50;1;2000;10;26;2;10
32804;58;1;5000;1;20;1;20
80907;54;0;5000;30;102;6;10
39204;56;0;3000;29;61;5;5
71067;54;1;3000;21;57;11;3
78645;60;0;6000;8;65;5;10
90810;76;0;4000;0;206;13;5
93534;48;1;6000;0;40;3;10
85711;45;1;5000;19;123;5;3
35630;74;1;2000;13;186;5;10
87401;73;0;1000;26;69;6;10
28213;75;1;2000;9;91;5;5
54763;45;1;1000;11;160;11;10
60436;34;1;5000;6;125;9;5
48070;71;1;5000;5;20;1;20
62704;42;1;7000;6;47;3;10
32054;36;1;5000;1;30;2;10
42701;58;0;4000;17;121;15;3
65109;60;1;4000;7;165;21;0
75482;70;1;4000;8;54;6;5
78750;77;1;5000;8;99;12;3
60565;48;0;7000;6;330;13;10
54481;36;0;5000;11;36;3;6
99577;65;1;5000;23;89;9;5
71360;74;0;2000;21;135;14;3
96815;83;1;6000;31;15;1;0
31093;63;3;2000;14;79;8;3
72501;39;0;5000;25;75;3;25
42355;32;1;5000;17;130;13;5
60803;36;1;5000;6;42;5;5
57103;81;0;5000;16;71;11;3
90025;81;1;7000;0;118;16;3
29626;48;0;6000;15;47;5;5
92201;39;1;3000;0;15;1;15
85044;60;1;7000;19;130;12;5
76435;83;0;1000;8;69;16;2
37922;42;1;5000;27;25;4;5
60048;70;0;5000;6;59;5;5
33021;77;1;2000;1;54;6;4
32561;34;1;2000;1;15;1;15
98403;80;3;1000;10;408;40;3
88011;51;1;5000;26;30;2;10
40212;80;1;1000;17;226;28;5
94501;92;1;2000;0;103;15;3
93230;77;0;2000;0;255;59;2
30815;62;1;1000;14;101;18;2
91423;74;1;1000;0;84;10;3
60131;39;0;2000;6;122;11;3
60438;69;0;6000;6;243;26;5
91765;55;0;6000;0;74;7;5
98662;80;1;6000;10;72;8;5
94044;62;1;3000;0;55;4;8
61032;60;1;4000;6;226;28;0
77705;75;1;3000;8;82;13;3
95117;49;1;5000;0;153;6;20
49256;70;0;2000;5;36;4;3
94550;44;1;6000;0;123;16;3
67301;62;0;5000;24;94;11;5
91607;80;1;3000;0;366;29;3
65018;90;0;1000;7;107;27;1
33594;79;1;6000;1;63;7;3
28574;67;0;1000;9;105;5;10
94574;85;1;2000;0;111;9;5
92040;75;1;4000;0;121;15;3
48329;77;0;5000;5;35;2;10
61448;34;0;7000;6;181;16;5
48327;72;0;4000;5;114;8;3
35228;50;0;5000;13;50;4;10
53092;72;1;3000;11;25;1;25
29745;75;0;4000;15;36;4;5
60506;46;0;5000;6;102;8;5
85234;36;0;6000;19;130;4;25
48093;60;0;7000;5;170;6;25
28512;80;0;4000;9;196;17;5
95340;60;0;5000;0;83;13;3
61842;97;1;1000;6;109;12;5
94546;36;1;5000;0;25;1;25
95476;76;1;7000;0;276;29;5
74017;35;1;5000;22;20;1;20
